timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2017-05-09 00:00:53.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489961e+06,7.956798e+01,6.208744e+06,,0.000000e+00,0
2017-05-09 00:00:54.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489961e+06,7.956798e+01,6.208720e+06,,0.000000e+00,0
2017-05-09 00:00:55.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489960e+06,7.956798e+01,6.208696e+06,,0.000000e+00,0
2017-05-09 00:00:56.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489960e+06,7.956798e+01,6.208671e+06,,0.000000e+00,0
2017-05-09 00:00:57.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489959e+06,7.956798e+01,6.208647e+06,,0.000000e+00,0
2017-05-09 00:00:58.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489959e+06,7.956798e+01,6.208623e+06,,0.000000e+00,0
2017-05-09 00:00:59.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489958e+06,7.956798e+01,6.208599e+06,,0.000000e+00,0
2017-05-09 00:01:00.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489958e+06,7.956798e+01,6.208575e+06,,0.000000e+00,0
2017-05-09 00:01:01.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489957e+06,7.956798e+01,6.208551e+06,,0.000000e+00,0
2017-05-09 00:01:02.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489957e+06,7.956798e+01,6.208527e+06,,0.000000e+00,0
2017-05-09 00:01:03.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489956e+06,7.956798e+01,6.208503e+06,,0.000000e+00,0
2017-05-09 00:01:04.000000,4.485805e+07,1.807431e+07,1.185905e+02,2.489956e+06,7.956798e+01,6.208479e+06,,0.000000e+00,0
