timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2018-09-05 20:44:36.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:37.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:38.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:39.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:40.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:41.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:42.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:43.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:44.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:45.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:46.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:47.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:48.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:49.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:50.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:51.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:52.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:53.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:54.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:55.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:56.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:57.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:58.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:44:59.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:00.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:01.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:02.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:03.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:04.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:05.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:06.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:07.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:08.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:09.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:10.000000,3.200424e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
2018-09-05 20:45:11.000000,3.200425e+02,9.496015e+01,1.150938e+02,1.990746e+01,6.504756e+01,,,,0
